'Total Nacional,Comunidades y Ciudades Autónomas,Provincias,Régimen y estado,Periodo,Total
'Total Nacional,"03 Asturias',' Principado de",33 Asturias,Vivienda usada,2008.0,7.364
'Total Nacional,"03 Asturias',' Principado de",33 Asturias,Vivienda usada,2007.0,10.709
'Total Nacional,"03 Asturias',' Principado de",33 Asturias,Vivienda libre,2023.0,10.509
'Total Nacional,"03 Asturias',' Principado de",33 Asturias,Vivienda libre,2022.0,9.830
'Total Nacional,"03 Asturias',' Principado de",33 Asturias,Vivienda libre,2021.0,8.091
'Total Nacional,"03 Asturias',' Principado de",33 Asturias,Vivienda libre,2020.0,6.473
'Total Nacional,"03 Asturias',' Principado de",33 Asturias,Vivienda libre,2019.0,6.896
'Total Nacional,"03 Asturias',' Principado de",33 Asturias,Vivienda libre,2018.0,7.391
'Total Nacional,"03 Asturias',' Principado de",33 Asturias,Vivienda libre,2017.0,6.416
'Total Nacional,"03 Asturias',' Principado de",33 Asturias,Vivienda libre,2016.0,5.170
'Total Nacional,"03 Asturias',' Principado de",33 Asturias,Vivienda libre,2015.0,4.412
'Total Nacional,"03 Asturias',' Principado de",33 Asturias,Vivienda libre,2014.0,3.911
'Total Nacional,"03 Asturias',' Principado de",33 Asturias,Vivienda libre,2013.0,3.895
'Total Nacional,"03 Asturias',' Principado de",33 Asturias,Vivienda libre,2012.0,4.732
'Total Nacional,"03 Asturias',' Principado de",33 Asturias,Vivienda libre,2011.0,5.967
'Total Nacional,"03 Asturias',' Principado de",33 Asturias,Vivienda libre,2010.0,8.213
'Total Nacional,"03 Asturias',' Principado de",33 Asturias,Vivienda libre,2009.0,7.928
'Total Nacional,"03 Asturias',' Principado de",33 Asturias,Vivienda libre,2008.0,11.785
'Total Nacional,"03 Asturias',' Principado de",33 Asturias,Vivienda libre,2007.0,15.184
'Total Nacional,"03 Asturias',' Principado de",33 Asturias,Vivienda protegida,2023.0,1.453
'Total Nacional,"03 Asturias',' Principado de",33 Asturias,Vivienda protegida,2022.0,1.501
'Total Nacional,"03 Asturias',' Principado de",33 Asturias,Vivienda protegida,2021.0,1.315
'Total Nacional,"03 Asturias',' Principado de",33 Asturias,Vivienda protegida,2020.0,1.154
'Total Nacional,"03 Asturias',' Principado de",33 Asturias,Vivienda protegida,2019.0,1.441
'Total Nacional,"03 Asturias',' Principado de",33 Asturias,Vivienda protegida,2018.0,1.534
'Total Nacional,"03 Asturias',' Principado de",33 Asturias,Vivienda protegida,2017.0,1.424
'Total Nacional,"03 Asturias',' Principado de",33 Asturias,Vivienda protegida,2016.0,1.244
'Total Nacional,"03 Asturias',' Principado de",33 Asturias,Vivienda protegida,2015.0,1.097
'Total Nacional,"03 Asturias',' Principado de",33 Asturias,Vivienda protegida,2014.0,986
'Total Nacional,"03 Asturias',' Principado de",33 Asturias,Vivienda protegida,2013.0,1.035
'Total Nacional,"03 Asturias',' Principado de",33 Asturias,Vivienda protegida,2012.0,1.879
'Total Nacional,"03 Asturias',' Principado de",33 Asturias,Vivienda protegida,2011.0,1.960
'Total Nacional,"03 Asturias',' Principado de",33 Asturias,Vivienda protegida,2010.0,1.594
'Total Nacional,"03 Asturias',' Principado de",33 Asturias,Vivienda protegida,2009.0,888
'Total Nacional,"03 Asturias',' Principado de",33 Asturias,Vivienda protegida,2008.0,1.632
'Total Nacional,"03 Asturias',' Principado de",33 Asturias,Vivienda protegida,2007.0,2.493
'Total Nacional,"04 Balears',' Illes",,Viviendas: Total,2023.0,14.273
'Total Nacional,"04 Balears',' Illes",,Viviendas: Total,2022.0,17.813
'Total Nacional,"04 Balears',' Illes",,Viviendas: Total,2021.0,14.168
'Total Nacional,"04 Balears',' Illes",,Viviendas: Total,2020.0,10.684
'Total Nacional,"04 Balears',' Illes",,Viviendas: Total,2019.0,13.925
'Total Nacional,"04 Balears',' Illes",,Viviendas: Total,2018.0,15.665
'Total Nacional,"04 Balears',' Illes",,Viviendas: Total,2017.0,15.893
'Total Nacional,"04 Balears',' Illes",,Viviendas: Total,2016.0,13.820
'Total Nacional,"04 Balears',' Illes",,Viviendas: Total,2015.0,10.603
'Total Nacional,"04 Balears',' Illes",,Viviendas: Total,2014.0,9.251
'Total Nacional,"04 Balears',' Illes",,Viviendas: Total,2013.0,7.831
'Total Nacional,"04 Balears',' Illes",,Viviendas: Total,2012.0,7.930
'Total Nacional,"04 Balears',' Illes",,Viviendas: Total,2011.0,8.228
'Total Nacional,"04 Balears',' Illes",,Viviendas: Total,2010.0,9.784
'Total Nacional,"04 Balears',' Illes",,Viviendas: Total,2009.0,8.186
'Total Nacional,"04 Balears',' Illes",,Viviendas: Total,2008.0,12.366
'Total Nacional,"04 Balears',' Illes",,Viviendas: Total,2007.0,20.498
'Total Nacional,"04 Balears',' Illes",,Vivienda nueva,2023.0,2.957
'Total Nacional,"04 Balears',' Illes",,Vivienda nueva,2022.0,3.104
'Total Nacional,"04 Balears',' Illes",,Vivienda nueva,2021.0,2.409
'Total Nacional,"04 Balears',' Illes",,Vivienda nueva,2020.0,1.993
'Total Nacional,"04 Balears',' Illes",,Vivienda nueva,2019.0,2.555
'Total Nacional,"04 Balears',' Illes",,Vivienda nueva,2018.0,2.701
'Total Nacional,"04 Balears',' Illes",,Vivienda nueva,2017.0,2.731
'Total Nacional,"04 Balears',' Illes",,Vivienda nueva,2016.0,2.924
'Total Nacional,"04 Balears',' Illes",,Vivienda nueva,2015.0,2.307
'Total Nacional,"04 Balears',' Illes",,Vivienda nueva,2014.0,3.553
'Total Nacional,"04 Balears',' Illes",,Vivienda nueva,2013.0,3.732
'Total Nacional,"04 Balears',' Illes",,Vivienda nueva,2012.0,3.796
'Total Nacional,"04 Balears',' Illes",,Vivienda nueva,2011.0,3.810
'Total Nacional,"04 Balears',' Illes",,Vivienda nueva,2010.0,5.027
'Total Nacional,"04 Balears',' Illes",,Vivienda nueva,2009.0,4.476
'Total Nacional,"04 Balears',' Illes",,Vivienda nueva,2008.0,6.987
'Total Nacional,"04 Balears',' Illes",,Vivienda nueva,2007.0,9.632
'Total Nacional,"04 Balears',' Illes",,Vivienda usada,2023.0,11.316
'Total Nacional,"04 Balears',' Illes",,Vivienda usada,2022.0,14.709
'Total Nacional,"04 Balears',' Illes",,Vivienda usada,2021.0,11.759
'Total Nacional,"04 Balears',' Illes",,Vivienda usada,2020.0,8.691
'Total Nacional,"04 Balears',' Illes",,Vivienda usada,2019.0,11.370
'Total Nacional,"04 Balears',' Illes",,Vivienda usada,2018.0,12.964
'Total Nacional,"04 Balears',' Illes",,Vivienda usada,2017.0,13.162
'Total Nacional,"04 Balears',' Illes",,Vivienda usada,2016.0,10.896
'Total Nacional,"04 Balears',' Illes",,Vivienda usada,2015.0,8.296
'Total Nacional,"04 Balears',' Illes",,Vivienda usada,2014.0,5.698
'Total Nacional,"04 Balears',' Illes",,Vivienda usada,2013.0,4.099
'Total Nacional,"04 Balears',' Illes",,Vivienda usada,2012.0,4.134
'Total Nacional,"04 Balears',' Illes",,Vivienda usada,2011.0,4.418
'Total Nacional,"04 Balears',' Illes",,Vivienda usada,2010.0,4.757
'Total Nacional,"04 Balears',' Illes",,Vivienda usada,2009.0,3.710
'Total Nacional,"04 Balears',' Illes",,Vivienda usada,2008.0,5.379
'Total Nacional,"04 Balears',' Illes",,Vivienda usada,2007.0,10.866
'Total Nacional,"04 Balears',' Illes",,Vivienda libre,2023.0,13.965
'Total Nacional,"04 Balears',' Illes",,Vivienda libre,2022.0,17.505
'Total Nacional,"04 Balears',' Illes",,Vivienda libre,2021.0,13.913
'Total Nacional,"04 Balears',' Illes",,Vivienda libre,2020.0,10.505
'Total Nacional,"04 Balears',' Illes",,Vivienda libre,2019.0,13.584
'Total Nacional,"04 Balears',' Illes",,Vivienda libre,2018.0,15.273
'Total Nacional,"04 Balears',' Illes",,Vivienda libre,2017.0,15.493
'Total Nacional,"04 Balears',' Illes",,Vivienda libre,2016.0,13.543
'Total Nacional,"04 Balears',' Illes",,Vivienda libre,2015.0,10.372
'Total Nacional,"04 Balears',' Illes",,Vivienda libre,2014.0,9.023
'Total Nacional,"04 Balears',' Illes",,Vivienda libre,2013.0,7.651
'Total Nacional,"04 Balears',' Illes",,Vivienda libre,2012.0,7.706
'Total Nacional,"04 Balears',' Illes",,Vivienda libre,2011.0,7.826
'Total Nacional,"04 Balears',' Illes",,Vivienda libre,2010.0,9.422
'Total Nacional,"04 Balears',' Illes",,Vivienda libre,2009.0,7.888
'Total Nacional,"04 Balears',' Illes",,Vivienda libre,2008.0,12.065
'Total Nacional,"04 Balears',' Illes",,Vivienda libre,2007.0,19.773
'Total Nacional,"04 Balears',' Illes",,Vivienda protegida,2023.0,308
'Total Nacional,"04 Balears',' Illes",,Vivienda protegida,2022.0,308
'Total Nacional,"04 Balears',' Illes",,Vivienda protegida,2021.0,255
'Total Nacional,"04 Balears',' Illes",,Vivienda protegida,2020.0,179
'Total Nacional,"04 Balears',' Illes",,Vivienda protegida,2019.0,341
'Total Nacional,"04 Balears',' Illes",,Vivienda protegida,2018.0,392
'Total Nacional,"04 Balears',' Illes",,Vivienda protegida,2017.0,400
'Total Nacional,"04 Balears',' Illes",,Vivienda protegida,2016.0,277
'Total Nacional,"04 Balears',' Illes",,Vivienda protegida,2015.0,231
'Total Nacional,"04 Balears',' Illes",,Vivienda protegida,2014.0,228
'Total Nacional,"04 Balears',' Illes",,Vivienda protegida,2013.0,180
'Total Nacional,"04 Balears',' Illes",,Vivienda protegida,2012.0,224
'Total Nacional,"04 Balears',' Illes",,Vivienda protegida,2011.0,402
'Total Nacional,"04 Balears',' Illes",,Vivienda protegida,2010.0,362
'Total Nacional,"04 Balears',' Illes",,Vivienda protegida,2009.0,298
'Total Nacional,"04 Balears',' Illes",,Vivienda protegida,2008.0,301
'Total Nacional,"04 Balears',' Illes",,Vivienda protegida,2007.0,725
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Viviendas: Total,2023.0,14.273
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Viviendas: Total,2022.0,17.813
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Viviendas: Total,2021.0,14.168
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Viviendas: Total,2020.0,10.684
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Viviendas: Total,2019.0,13.925
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Viviendas: Total,2018.0,15.665
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Viviendas: Total,2017.0,15.893
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Viviendas: Total,2016.0,13.820
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Viviendas: Total,2015.0,10.603
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Viviendas: Total,2014.0,9.251
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Viviendas: Total,2013.0,7.831
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Viviendas: Total,2012.0,7.930
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Viviendas: Total,2011.0,8.228
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Viviendas: Total,2010.0,9.784
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Viviendas: Total,2009.0,8.186
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Viviendas: Total,2008.0,12.366
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Viviendas: Total,2007.0,20.498
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda nueva,2023.0,2.957
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda nueva,2022.0,3.104
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda nueva,2021.0,2.409
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda nueva,2020.0,1.993
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda nueva,2019.0,2.555
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda nueva,2018.0,2.701
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda nueva,2017.0,2.731
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda nueva,2016.0,2.924
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda nueva,2015.0,2.307
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda nueva,2014.0,3.553
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda nueva,2013.0,3.732
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda nueva,2012.0,3.796
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda nueva,2011.0,3.810
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda nueva,2010.0,5.027
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda nueva,2009.0,4.476
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda nueva,2008.0,6.987
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda nueva,2007.0,9.632
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda usada,2023.0,11.316
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda usada,2022.0,14.709
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda usada,2021.0,11.759
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda usada,2020.0,8.691
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda usada,2019.0,11.370
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda usada,2018.0,12.964
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda usada,2017.0,13.162
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda usada,2016.0,10.896
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda usada,2015.0,8.296
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda usada,2014.0,5.698
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda usada,2013.0,4.099
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda usada,2012.0,4.134
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda usada,2011.0,4.418
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda usada,2010.0,4.757
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda usada,2009.0,3.710
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda usada,2008.0,5.379
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda usada,2007.0,10.866
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda libre,2023.0,13.965
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda libre,2022.0,17.505
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda libre,2021.0,13.913
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda libre,2020.0,10.505
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda libre,2019.0,13.584
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda libre,2018.0,15.273
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda libre,2017.0,15.493
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda libre,2016.0,13.543
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda libre,2015.0,10.372
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda libre,2014.0,9.023
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda libre,2013.0,7.651
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda libre,2012.0,7.706
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda libre,2011.0,7.826
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda libre,2010.0,9.422
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda libre,2009.0,7.888
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda libre,2008.0,12.065
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda libre,2007.0,19.773
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda protegida,2023.0,308
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda protegida,2022.0,308
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda protegida,2021.0,255
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda protegida,2020.0,179
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda protegida,2019.0,341
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda protegida,2018.0,392
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda protegida,2017.0,400
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda protegida,2016.0,277
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda protegida,2015.0,231
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda protegida,2014.0,228
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda protegida,2013.0,180
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda protegida,2012.0,224
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda protegida,2011.0,402
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda protegida,2010.0,362
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda protegida,2009.0,298
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda protegida,2008.0,301
'Total Nacional,"04 Balears',' Illes","07 Balears',' Illes",Vivienda protegida,2007.0,725
'Total Nacional,05 Canarias,,Viviendas: Total,2023.0,23.953
'Total Nacional,05 Canarias,,Viviendas: Total,2022.0,27.976
'Total Nacional,05 Canarias,,Viviendas: Total,2021.0,20.801
'Total Nacional,05 Canarias,,Viviendas: Total,2020.0,16.939
'Total Nacional,05 Canarias,,Viviendas: Total,2019.0,21.316
'Total Nacional,05 Canarias,,Viviendas: Total,2018.0,24.224
'Total Nacional,05 Canarias,,Viviendas: Total,2017.0,23.074
'Total Nacional,05 Canarias,,Viviendas: Total,2016.0,20.702
'Total Nacional,05 Canarias,,Viviendas: Total,2015.0,18.454
'Total Nacional,05 Canarias,,Viviendas: Total,2014.0,17.142
'Total Nacional,05 Canarias,,Viviendas: Total,2013.0,15.518
'Total Nacional,05 Canarias,,Viviendas: Total,2012.0,14.300
'Total Nacional,05 Canarias,,Viviendas: Total,2011.0,15.520
'Total Nacional,05 Canarias,,Viviendas: Total,2010.0,17.114
'Total Nacional,05 Canarias,,Viviendas: Total,2009.0,18.352
'Total Nacional,05 Canarias,,Viviendas: Total,2008.0,25.326
'Total Nacional,05 Canarias,,Viviendas: Total,2007.0,32.103
'Total Nacional,05 Canarias,,Vivienda nueva,2023.0,5.646
'Total Nacional,05 Canarias,,Vivienda nueva,2022.0,5.294
'Total Nacional,05 Canarias,,Vivienda nueva,2021.0,4.804
'Total Nacional,05 Canarias,,Vivienda nueva,2020.0,3.423
'Total Nacional,05 Canarias,,Vivienda nueva,2019.0,4.510
'Total Nacional,05 Canarias,,Vivienda nueva,2018.0,5.252
'Total Nacional,05 Canarias,,Vivienda nueva,2017.0,4.736
'Total Nacional,05 Canarias,,Vivienda nueva,2016.0,4.430
'Total Nacional,05 Canarias,,Vivienda nueva,2015.0,4.298
'Total Nacional,05 Canarias,,Vivienda nueva,2014.0,7.230
'Total Nacional,05 Canarias,,Vivienda nueva,2013.0,8.412
'Total Nacional,05 Canarias,,Vivienda nueva,2012.0,8.017
'Total Nacional,05 Canarias,,Vivienda nueva,2011.0,8.818
'Total Nacional,05 Canarias,,Vivienda nueva,2010.0,9.851
'Total Nacional,05 Canarias,,Vivienda nueva,2009.0,10.295
'Total Nacional,05 Canarias,,Vivienda nueva,2008.0,14.520
'Total Nacional,05 Canarias,,Vivienda nueva,2007.0,16.118
'Total Nacional,05 Canarias,,Vivienda usada,2023.0,18.307
'Total Nacional,05 Canarias,,Vivienda usada,2022.0,22.682
'Total Nacional,05 Canarias,,Vivienda usada,2021.0,15.997
'Total Nacional,05 Canarias,,Vivienda usada,2020.0,13.516
'Total Nacional,05 Canarias,,Vivienda usada,2019.0,16.806
'Total Nacional,05 Canarias,,Vivienda usada,2018.0,18.972
'Total Nacional,05 Canarias,,Vivienda usada,2017.0,18.338
'Total Nacional,05 Canarias,,Vivienda usada,2016.0,16.272
'Total Nacional,05 Canarias,,Vivienda usada,2015.0,14.156
'Total Nacional,05 Canarias,,Vivienda usada,2014.0,9.912
'Total Nacional,05 Canarias,,Vivienda usada,2013.0,7.106
'Total Nacional,05 Canarias,,Vivienda usada,2012.0,6.283
'Total Nacional,05 Canarias,,Vivienda usada,2011.0,6.702
'Total Nacional,05 Canarias,,Vivienda usada,2010.0,7.263
'Total Nacional,05 Canarias,,Vivienda usada,2009.0,8.057
'Total Nacional,05 Canarias,,Vivienda usada,2008.0,10.806
'Total Nacional,05 Canarias,,Vivienda usada,2007.0,15.985
'Total Nacional,05 Canarias,,Vivienda libre,2023.0,22.936
'Total Nacional,05 Canarias,,Vivienda libre,2022.0,26.935
'Total Nacional,05 Canarias,,Vivienda libre,2021.0,19.832
'Total Nacional,05 Canarias,,Vivienda libre,2020.0,16.271
'Total Nacional,05 Canarias,,Vivienda libre,2019.0,20.006
'Total Nacional,05 Canarias,,Vivienda libre,2018.0,23.120
'Total Nacional,05 Canarias,,Vivienda libre,2017.0,22.015
'Total Nacional,05 Canarias,,Vivienda libre,2016.0,19.636
'Total Nacional,05 Canarias,,Vivienda libre,2015.0,17.804
'Total Nacional,05 Canarias,,Vivienda libre,2014.0,16.465
'Total Nacional,05 Canarias,,Vivienda libre,2013.0,14.740
'Total Nacional,05 Canarias,,Vivienda libre,2012.0,13.269
'Total Nacional,05 Canarias,,Vivienda libre,2011.0,13.852
'Total Nacional,05 Canarias,,Vivienda libre,2010.0,15.443
'Total Nacional,05 Canarias,,Vivienda libre,2009.0,16.625
'Total Nacional,05 Canarias,,Vivienda libre,2008.0,23.656
'Total Nacional,05 Canarias,,Vivienda libre,2007.0,29.829
'Total Nacional,05 Canarias,,Vivienda protegida,2023.0,1.017
'Total Nacional,05 Canarias,,Vivienda protegida,2022.0,1.041
'Total Nacional,05 Canarias,,Vivienda protegida,2021.0,969
'Total Nacional,05 Canarias,,Vivienda protegida,2020.0,668
'Total Nacional,05 Canarias,,Vivienda protegida,2019.0,1.310
'Total Nacional,05 Canarias,,Vivienda protegida,2018.0,1.104
'Total Nacional,05 Canarias,,Vivienda protegida,2017.0,1.059
'Total Nacional,05 Canarias,,Vivienda protegida,2016.0,1.066
'Total Nacional,05 Canarias,,Vivienda protegida,2015.0,650
'Total Nacional,05 Canarias,,Vivienda protegida,2014.0,677
'Total Nacional,05 Canarias,,Vivienda protegida,2013.0,778
'Total Nacional,05 Canarias,,Vivienda protegida,2012.0,1.031
'Total Nacional,05 Canarias,,Vivienda protegida,2011.0,1.668
'Total Nacional,05 Canarias,,Vivienda protegida,2010.0,1.671
'Total Nacional,05 Canarias,,Vivienda protegida,2009.0,1.727
'Total Nacional,05 Canarias,,Vivienda protegida,2008.0,1.670
'Total Nacional,05 Canarias,,Vivienda protegida,2007.0,2.274
'Total Nacional,05 Canarias,"35 Palmas',' Las",Viviendas: Total,2023.0,12.594
'Total Nacional,05 Canarias,"35 Palmas',' Las",Viviendas: Total,2022.0,14.383
'Total Nacional,05 Canarias,"35 Palmas',' Las",Viviendas: Total,2021.0,10.914
'Total Nacional,05 Canarias,"35 Palmas',' Las",Viviendas: Total,2020.0,8.637
'Total Nacional,05 Canarias,"35 Palmas',' Las",Viviendas: Total,2019.0,11.087
'Total Nacional,05 Canarias,"35 Palmas',' Las",Viviendas: Total,2018.0,12.466
'Total Nacional,05 Canarias,"35 Palmas',' Las",Viviendas: Total,2017.0,11.761
'Total Nacional,05 Canarias,"35 Palmas',' Las",Viviendas: Total,2016.0,11.255
'Total Nacional,05 Canarias,"35 Palmas',' Las",Viviendas: Total,2015.0,10.338
'Total Nacional,05 Canarias,"35 Palmas',' Las",Viviendas: Total,2014.0,8.927
'Total Nacional,05 Canarias,"35 Palmas',' Las",Viviendas: Total,2013.0,8.276
'Total Nacional,05 Canarias,"35 Palmas',' Las",Viviendas: Total,2012.0,7.424
'Total Nacional,05 Canarias,"35 Palmas',' Las",Viviendas: Total,2011.0,8.218
'Total Nacional,05 Canarias,"35 Palmas',' Las",Viviendas: Total,2010.0,8.836
'Total Nacional,05 Canarias,"35 Palmas',' Las",Viviendas: Total,2009.0,10.200
'Total Nacional,05 Canarias,"35 Palmas',' Las",Viviendas: Total,2008.0,13.441
'Total Nacional,05 Canarias,"35 Palmas',' Las",Viviendas: Total,2007.0,13.141
'Total Nacional,05 Canarias,"35 Palmas',' Las",Vivienda nueva,2023.0,3.160
'Total Nacional,05 Canarias,"35 Palmas',' Las",Vivienda nueva,2022.0,2.928
'Total Nacional,05 Canarias,"35 Palmas',' Las",Vivienda nueva,2021.0,2.745
'Total Nacional,05 Canarias,"35 Palmas',' Las",Vivienda nueva,2020.0,1.856
'Total Nacional,05 Canarias,"35 Palmas',' Las",Vivienda nueva,2019.0,2.406
'Total Nacional,05 Canarias,"35 Palmas',' Las",Vivienda nueva,2018.0,2.517
'Total Nacional,05 Canarias,"35 Palmas',' Las",Vivienda nueva,2017.0,2.481
'Total Nacional,05 Canarias,"35 Palmas',' Las",Vivienda nueva,2016.0,2.490
'Total Nacional,05 Canarias,"35 Palmas',' Las",Vivienda nueva,2015.0,2.292
'Total Nacional,05 Canarias,"35 Palmas',' Las",Vivienda nueva,2014.0,3.699
'Total Nacional,05 Canarias,"35 Palmas',' Las",Vivienda nueva,2013.0,4.633
'Total Nacional,05 Canarias,"35 Palmas',' Las",Vivienda nueva,2012.0,4.185
'Total Nacional,05 Canarias,"35 Palmas',' Las",Vivienda nueva,2011.0,4.713
'Total Nacional,05 Canarias,"35 Palmas',' Las",Vivienda nueva,2010.0,4.913
'Total Nacional,05 Canarias,"35 Palmas',' Las",Vivienda nueva,2009.0,5.257
'Total Nacional,05 Canarias,"35 Palmas',' Las",Vivienda nueva,2008.0,7.401
'Total Nacional,05 Canarias,"35 Palmas',' Las",Vivienda nueva,2007.0,6.721
'Total Nacional,05 Canarias,"35 Palmas',' Las",Vivienda usada,2023.0,9.434
'Total Nacional,05 Canarias,"35 Palmas',' Las",Vivienda usada,2022.0,11.455
'Total Nacional,05 Canarias,"35 Palmas',' Las",Vivienda usada,2021.0,8.169
'Total Nacional,05 Canarias,"35 Palmas',' Las",Vivienda usada,2020.0,6.781
'Total Nacional,05 Canarias,"35 Palmas',' Las",Vivienda usada,2019.0,8.681
'Total Nacional,05 Canarias,"35 Palmas',' Las",Vivienda usada,2018.0,9.949
'Total Nacional,05 Canarias,"35 Palmas',' Las",Vivienda usada,2017.0,9.280
'Total Nacional,05 Canarias,"35 Palmas',' Las",Vivienda usada,2016.0,8.765
'Total Nacional,05 Canarias,"35 Palmas',' Las",Vivienda usada,2015.0,8.046
'Total Nacional,05 Canarias,"35 Palmas',' Las",Vivienda usada,2014.0,5.228
'Total Nacional,05 Canarias,"35 Palmas',' Las",Vivienda usada,2013.0,3.643
'Total Nacional,05 Canarias,"35 Palmas',' Las",Vivienda usada,2012.0,3.239
